packaging,base_name,ecommerce_category,mrp
50g,kapol usal misal masala,Masala & Spices,70
standard,kapol  surti undhiyu masala,Masala & Spices,70
standard,NP til oil ,Cooking Oils,190
standard,NP MUSTARD OIL,Cooking Oils,130
standard,NP TIL OIL,Cooking Oils,95
standard,RASANA NIMUBUPANI ,Health Drinks,50
standard,Maggi 4 Pack ,"Noodles, Pasta & Vermicelli",55
40g,BRU,Coffee,135
80g,Bulbul Sada,Snacks & Namkeen,30
70g,NISSIN TOP RAMEN CURRY ,"Noodles, Pasta & Vermicelli",28
40g,WOODS ESSSENCE,Pooja Essentials,150
120g,K. Corn Flakes,Flours & Semolina,60
standard,kapol tea masala,Masala & Spices,260
250g,Kaju Chilka,Dry Fruits & Nuts,300
200g,MOONG DAL WADE,Ready to Cook & Instant Mixes,80
500g,Surf Excel Easy Wash,Household Cleaning,76
1kg,Rice,Dals & Pulses,68
18mtr,Aluminium Foil,Curd & Dairy,225
770gc,Ruchi Gold Plam Oil,Cooking Oils,150
500g,ROASTED VERMICILLI,Food & Grocery,70
60g,AMORE WAFER ORANGE,Chocolates & Confectionery,40
58g,50 50 TIME PASS,Biscuits & Cookies,10
1L,Sunpure Oil,Cooking Oils,185
200ml,NIVEA HYDRATION 5 IN 1 CARE,Hair Care & Shampoo,299
standard,VASELINE COCOA 400ml ,Hair Care & Shampoo,435
1L,Saffola Total,Cooking Oils,235
600ml,VASELINE MOISTURISER,Skin Care &  Body Lotion,575
450g,GLUCON D ORANGE,Health Drinks,219
200g,GLUCON D ORANGE,Health Drinks,89
125g,GLUCON D ORANGE,Health Drinks,56
250g,GLUCON D REGULAR,Health Drinks,74
standard,Nankatai  ,Snacks & Namkeen,120
125g,GLUCON D REGULAR,Health Drinks,40
250g,CYCLE THREE IN ONE,Pooja Essentials,110
88g,CYCLE THREE IN ONE,Pooja Essentials,55
30g,VEET ALOEVERA,Hair Removal,99
100g,Khobara Salli,Dals & Pulses,64
standard,Parle Marie Biscuit,Biscuits & Cookies,230
standard,Monaco Pizza Biscuit,Biscuits & Cookies,50
standard,Monaco Peri Peri ,Biscuits & Cookies,50
standard,MALKIST CHEESE CRACKERS FREE GOLD ,Biscuits & Cookies,45
200g,Upvas Khakra,Food & Grocery,100
200g,Masala Mamra,Food & Grocery,50
100g,Eno Lemon Flavour,Food & Grocery,160
100g,Manish Turmeric Powder,Masala & Spices,44
standard,Eno 6 P,Food & Grocery,60
500kg,Ambemor Rice,Food & Grocery,90
standard,Coconut Milk,Milk & Dairy,85
standard,Lahori Jeera ,Soft Drinks & Beverages,20
250g,KAJU,Dry Fruits & Nuts,325
200g,Janki Jeera Butter,Snacks & Namkeen,60
200g,South Indian Chakli,Snacks & Namkeen,70
standard,Harpic Bathroom Ultra,Bathroom Cleaners,149
83g,Dark Fantasy,Biscuits & Cookies,35
200g,Bleaching Powder,Household Cleaning,22
standard,Girnar Tea 1kg ,Tea & Beverages,620
8pc,Rajgira Chikki,Snacks & Namkeen,60
41.5g,Oreo Chocolate,Biscuits & Cookies,10
180g,National Chana,Snacks & Namkeen,80
standard,Brown Rice 1kg ,"Rice, Poha & Puffed Rice",66
20g,Jaljira,Masala & Spices,10
200g,Talod Gota Flour,Flours & Semolina,62
225g,Laxmi Mix Farsan,Snacks & Namkeen,60
standard,Brush ,Oral Care & Toothbrush,50
30.4g,Skittles,Chocolates & Confectionery,50
standard,Tomato Sticks ,Snacks & Namkeen,75
250g,Jira Puri,Snacks & Namkeen,85
40ml,Parachute,Hair Care & Oil,20
100g,BB Baking Soda,Baking & Dessert,30
100g,Rock Salt,"Salt, Sugar & Jaggery",10
200g,Oats Plan,Bakery & Breads,55
68,Rice,"Rice, Poha & Puffed Rice",68
100g,Khobara,Dry Fruits & Nuts,64
1kg,Nescafe Everyday Milk Powdeer,Milk & Dairy,615
80g,Surf Excel,Household Cleaning,10
100g,Ponds Starlight,Skin Care & Face Care,150
450g,Laxmi Mix Farsan,Snacks & Namkeen,210
58.2g,Silk Chocolate,Chocolates & Confectionery,95
500ml,Bisleri,Beverages & Water,10
1kg,Dhane,Cereals & Breakfast,360
standard,Tide Jasmin 2kg ,Household Cleaning,280
500g,Khadi Sakhar,"Salt, Sugar & Jaggery",50
200g,NESCAFE,Coffee,870
25ml,RASNA MANGO,Health Drinks,50
50g,PIRAMBARI KHARWAS,Ready to Cook & Instant Mixes,90
40g,SENSODYNE FRESH GEL,Oral Care & Toothpaste,95
75g,SENSODYNE FRESH GEL,Oral Care & Toothpaste,140
70g,SENSODYNE REPAIR AND CARE,Oral Care & Toothpaste,225
150g,TIFFNY ORANGE,Chocolates & Confectionery,80
standard,White Pasta Sauce,Masala & Spices,35
350g,Nutella,Chocolates & Confectionery,399
250gf,Kaju,Dry Fruits & Nuts,300
80g,Tide Bar,Household Cleaning,10
1kg, BAJRI,Wheat & Atta,56
standard,Chitle Curd,Milk & Dairy,37
200g,Shree. Mirchi Pickle,Pickles & Chutneys,70
250g,Dal Pakwan,Snacks & Namkeen,110
200g,Wheat Sev Puri,Snacks & Namkeen,70
500g,Compan Kesher Badam,Food & Grocery,350
1L,Np Mustard Oil,Cooking Oils,240
200ML,NP MUSTARD OIL,Cooking Oils,70
standard,Plain Ghee Khakara,Snacks & Namkeen,80
250g,Chorafali khakara,Snacks & Namkeen,90
standard,NC Digestive Zero Sugar Biscuit ,Biscuits & Cookies,27
standard,Gotta Chana ,Food & Grocery,90
1kg,Odopic Powder,Household Cleaning,30
250g,Karale,Masala & Spices,60
250g,Anjeer,Dry Fruits & Nuts,600
standard,Elite Cake,Food & Grocery,60
200g, Methi Khakhra,Laundry & Softener & Bleach,80
500,Fortun Besan,Dals & Pulses,85
1kg,Tide Powder Jasmine,Laundry & Detergent Powder,138
250g,Chilate Bhakarwadi,Snacks & Namkeen,130
standard,Colgate 38g ,Oral Care & Toothpaste,20
150g,TIFFNY STRAWBERRY,Chocolates & Confectionery,80
150g,TIFFANY VANILLA,Chocolates & Confectionery,100
150g,TIFFNY ORANGE,Chocolates & Confectionery,100
150g,TIFFNY STRAWBERRY,Chocolates & Confectionery,100
standard,Society Tea Masala,Tea & Beverages,370
250g,Society Masala Tea,Tea & Beverages,190
250g,Panipuri Puri,"Noodles, Pasta & Vermicelli",50
standard,Dettol Leq. Anti .,Handwash & Sanitizers,267.9
50g,Bb Cocoa Powder,Ready to Cook & Instant Mixes,85
50g,BB CITRIC ACID,Bakery & Breads,36
standard,PEANUT BUTTER CHO,Cheese & Paneer,339
5kg,MADAM WHEAT ATTA,Wheat & Atta,270
200g,TALOD HANDWA FLOUR,Flours & Semolina,60
41g,LIFEBUOY,Household Cleaning,40
160g,SANTOOR,Household Cleaning,40
standard,LUX ,Household Cleaning,40
standard,Badam Toast ,Snacks & Namkeen,75
standard,Suji Toast ,Snacks & Namkeen,75
500g,SANVITO PENNIE,"Noodles, Pasta & Vermicelli",180
1kg,BB MAGIC SHEF ELBOW PASTA,"Noodles, Pasta & Vermicelli",140
1kg,BB MAGIC SHEF PENNIE PASTA,"Noodles, Pasta & Vermicelli",140
100g,Sonal Diet Jwari,Snacks & Namkeen,50
200g,Sonal Diet Wheat Puff,Snacks & Namkeen,85
200g,Sonal Diet Wheat Puff Chivda,Snacks & Namkeen,85
200g,Manish Puri Bhadang Bhel,Snacks & Namkeen,70
200g,Oats Quacker,Cereals & Breakfast,60
30,Kitkat,Chocolates & Confectionery,30
300g,Malas Mellojels Orange,Chocolates & Confectionery,100
standard,Maggi,Food & Grocery,90
200g,Manish Methi Muthiya,Snacks & Namkeen,75
200g,Manish Sp Diet Chiwda,Snacks & Namkeen,65
standard,Mawa Cake ,Cakes & Pastries,50
750ml,Dettol Handwash,Household Cleaning,109
standard,Dettol Anti Lq,Floor & Surface Cleaners,83
standard,Dettol Leq Anti Bottle,Handwash & Sanitizers,454.87
standard,Doodh Toast,Bakery & Breads,110
50g,Godambi,Food & Grocery,100
100g,godambi,Baby Foods,200
standard,Parle G,Biscuits & Cookies,5
standard,Zebra Jadu ,Household Cleaning,150
200g,Khichiya Papad,Ready to Cook & Instant Mixes,70
100g,Lonavala Kokum,OTC Medicines,60
200g,Kissan Chilli Tomato,"Sauces, Jams & Spreads",67
50g,Frankie Masala,Masala & Spices,60
100g,Sandwich Masala,Masala & Spices,110
200g,BOOST,Health Drinks,124
6g,BRU INSTANT NON SOUTH,Coffee,10
250g,Taaza Masala,Tea & Beverages,65
1kg,Ganesh Tea,Tea & Beverages,620
100g,Red Label NC,Tea & Beverages,60
standard,Red Labal N/c Tea,Tea & Beverages,160
250g,Taaza Tea,Tea & Beverages,65
11g,KNOR MANCHAO,Masala & Spices,10
250ml,HARPIC BCL,Household Cleaning,61
9.5g,KNOR MIX SWEET VEG,Ready to Cook & Instant Mixes,10
500ml,Phondaghat Apple Cider Vinegar,Masala & Spices,199
250g,Ganesh Tea,Tea & Beverages,155
standard,Marie Gold ,Biscuits & Cookies,5
standard,Duracell Aaa,Food & Grocery,22
1,MTR RASAM,Food Colors & Essences,180
5L,DETTOL ANTISEPTIC LIQ,Household Cleaning,2184.94
16g,Lotte Jelles,Chocolates & Confectionery,10
1lit,Surf Liq,Household Cleaning,225
standard,Nutri  Choice Biscuit,Biscuits & Cookies,9
standard,SUNRICH 800g ,Cooking Oils,155
standard,INDIA GATE BASMATI 1 kg,"Rice, Poha & Puffed Rice",216
100g,Badam,Dry Fruits & Nuts,120
200g,Napthelene Balls Color,Household Cleaning,115
250g,Mysore South Indian Coffe,Coffee,250
standard,Salted Kaju,Dry Fruits & Nuts,140
250g,Jada Poha,Dals & Pulses,20
standard,Mumbai Bhel ,Snacks & Namkeen,20
standard,Chitale Ghee 500g Jar ,Ghee & Dairy Fats,380
1kg,PARLE G GOLD,Biscuits & Cookies,160
200g,BHAIYYA,Household Cleaning,30
50g,GOOD HOME ROSE,Household Cleaning,55
910g,SUNDAY,Cooking Oils,295
170g,FF MAYO AND IMLI,"Sauces, Jams & Spreads",99
170g,FF MAYO AND KETCHUP,"Sauces, Jams & Spreads",99
8g,Tuhsraj Cardamom Powder,Masala & Spices,60
100g,Akhabari Pista,Dry Fruits & Nuts,220
2kg,Aashirvad Atta,Flours & Semolina,131
standard,Mini Khaja 70/ ,Snacks & Namkeen,70
250g,Salted Kaju,Dry Fruits & Nuts,350
200g,Nariyal Pani Sing,Dry Fruits & Nuts,110
250g,BUNDI LADU,Indian Sweets,110
200g,Nylon Papdi,Snacks & Namkeen,90
500g,Moongdal Pith,Flours & Semolina,120
12g,5Star,Chocolates & Confectionery,10
52,Mp Shiore,"Rice, Poha & Puffed Rice",52
50g,Keya Oregano,Masala & Spices,139
250g,Salted Sing,Dry Fruits & Nuts,80
5+1,Saffola,Cooking Oils,1182
180ml,Vanish Crystal White,Household Cleaning,78
standard,Vim 15/ ,Household Cleaning,15
standard,Ujala 75ml Free Exo10/ ,Household Cleaning,35
500g,Tide Lemon And Mint,Household Cleaning,66
500g,DEHAAT BARNYARD MILLET,Cereals & Breakfast,125
1kg,Maida,Flours & Semolina,72
standard,Rajgira Ladu,Indian Sweets,55
standard,A One Chaat Masala ,Masala & Spices,69
standard,White Nankhatai ,Indian Sweets,100
250g,Badisoap,Mukhwas & Mouth Freshener,170
150g,Sunlight Soap,Laundry & Detergent Bar,30
standard,Cardamom Powder,Masala & Spices,79
standard,Mom's Magic Biscuit,Biscuits & Cookies,50
42g,Milky Bar,Chocolates & Confectionery,40
standard,Krack Jack Butter Biscuit,Biscuits & Cookies,50
180ml,Loreal Shampoo,Hair Care & Shampoo,169
1kg,Maggi Hot And Sweet,"Sauces, Jams & Spreads",185
standard,Dettol HW 2+1 ,Household Cleaning,140
standard,Kellogs Muesli And Nut ,Cereals & Breakfast,60
standard,Pepsodent Gumcare 130g*2 ,Oral Care & Toothpaste,300
3N*125g,Pears Soap,Bathing Soaps & Body Wash,229
500g,DEHAAT THICK POHA,Dals & Pulses,70
standard,Fruit Rusk ,Snacks & Namkeen,55
1kg,Tilda Rice,"Rice, Poha & Puffed Rice",199
standard,Godrej Fab 2 L ,Household Cleaning,225
standard,AMUL [BUTTER] 100 g [SALTED],Ghee & Dairy Fats,58
250g, Dink Laddu,Indian Sweets,175
250g,Methi ladu,Food & Grocery,160
250g,Halim,Food & Grocery,60
standard,Sawai Groundnut Chutney ,Pickles & Chutneys,50
standard,Tea Masala ,Masala & Spices,50
standard,Sawai Watan ,Pickles & Chutneys,25
500ml,Aroga Groundnut Oil,Cooking Oils,290
500ml,Sesame Oil,Cooking Oils,435
1l,Aroga Coconut Oil,Cooking Oils,950
1l,Aroga Sesame Oil,Cooking Oils,830
standard,Aroga Groundnut Oil 1l ,Cooking Oils,560
1kg,Lokan Wheat,Food & Grocery,56
1kg,Patal Pohe,"Rice, Poha & Puffed Rice",80
standard,Amul Masti Buttermilk,Food & Grocery,15
standard,Shahi Biryani Essence,Food Colors & Essences,90
227g,MF PB Chocolate,Chocolates & Confectionery,179
1kg,Kalimuch Rice,"Rice, Poha & Puffed Rice",96
standard,Dark Fantasy ,Biscuits & Cookies,30
standard,talni mirchi,Masala & Spices,70
250g,Taj Mahal,Tea & Beverages,200
100g,Ganthoda,Masala & Spices,100
standard,Gala King Kong Broom ,Household Cleaning,235
500g,DEHAAT SATTU,Flours & Semolina,145
500g,DEHAAT FOXTAIL MILLET,Food & Grocery,130
500g,DEHAAT KODO MILLET,Food & Grocery,120
500g,DEHAAT LITTLE MILLET,Food & Grocery,135
500g,DEHAAT PROSO MILLET,Food & Grocery,150
200g,DEHAAT MAKHANA,Snacks & Namkeen,320
450g,DEHAAT JAGERRY LUMPS,"Salt, Sugar & Jaggery",88
standard,Nachni Toast,Bakery & Breads,90
1kg,Ol Himalayan Pink SALT,Instant Drink Powder,150
500g,DEHAAT MOONG DAL,Dals & Pulses,133
1kg,DEHAAT TOOR DAL,Dals & Pulses,280
250,Methi Puri,Food & Grocery,90
500g,Dehaat Peanuts,Dry Fruits & Nuts,148
standard,Ol Khandsari Sugar 500g ,Instant Drink Powder,120
500g,DEHAAT EYUCALPTUS HONEY,Honey & Natural Sweeteners,400
500g,DEHAAT PURE TULSI HONEY,Honey & Natural Sweeteners,400
200g,Kaju Kani,Dry Fruits & Nuts,120
standard,Ol Virgin Coconut Oil 500ml ,Cooking Oils,799
250g,Kesar Pista Badam Cookies,Snacks & Namkeen,140
200g,Jeera Butter,Snacks & Namkeen,50
500ml,Ol Cow Ghee,Ghee & Dairy Fats,839
500ml,Ol Bilona Cow Ghee,Ghee & Dairy Fats,1100
standard,Comfort Perfume 210ml ,Bathing Soaps & Body Wash,65
standard,Fuse 21g ,Chocolates & Confectionery,20
standard,nutricrunch CLA Dig,Biscuits & Cookies,320
400g,gula jamun mix,Indian Sweets,178
standard,Chitale instant gulab jamun mix 200 g,Indian Sweets,95
standard,Moms Magic,Biscuits & Cookies,35
175ml,Clinic Plus,Hair Care & Shampoo,179
standard,Everest Saffron 0.5 g,Dry Fruits & Nuts,210
500g,OI Jaggry Powder,Instant Drink Powder,110
standard,Ol Cow Ghee 250ml ,Ghee & Dairy Fats,450
100g,Ol Triphala Powder,Masala & Spices,240
standard,Wheel ,Household Cleaning,37
1kg,AMUL CHEESE CHIPLET,Cheese & Paneer,610
150g,SPECIAL MUKHWAS,Food & Grocery,130
38g,SAFFOLA PEPPY TOMATO,Food & Grocery,18
250g,BOWL FULL VEG BIRYANI,Ready to Cook & Instant Mixes,170
20g,Cocsurta Hot Chocolate Mocha,Ready to Cook & Instant Mixes,35
standard,Krop King Moringa Powder ,Masala & Spices,170
standard,Dairy Milk ,Chocolates & Confectionery,20
58g,Dairy Milk Silk Roast Almond,Chocolates & Confectionery,100
11g,Dairy Milk,Chocolates & Confectionery,10
28g,Dairy Milk,Chocolates & Confectionery,30
46g,Dairy Milk,Chocolates & Confectionery,50
46g,Dairy Milk Crackle,Chocolates & Confectionery,110
75g,Dairy Milk Roast Almond,Chocolates & Confectionery,110
100g,KD Kerala Chutney,Food & Grocery,45
100g,Davidoff Espresso Coffee,Coffee,800
20g,Drinking Chocolate Mocha,Ready to Cook & Instant Mixes,60
standard,Park Avenue Body Spray ,Deodorants & Perfumes,250
standard,Park Avenue Neo ,Deodorants & Perfumes,250
standard,Park Avenue Discover,Deodorants & Perfumes,250
standard,Park Avenue Cool Blue ,Deodorants & Perfumes,225
standard,Park Avenue Storm ,Deodorants & Perfumes,225
standard,Park Avenue Good Morning ,Deodorants & Perfumes,225
standard,Park Avenue Alter Ego ,Deodorants & Perfumes,250
150g?,Dairy Milk Silk,Chocolates & Confectionery,230
90g,Good Day B Jeera,Biscuits & Cookies,18
50g,Kitkat Rich Choc,Chocolates & Confectionery,90
50g,Kikat Dark Chocolate,Chocolates & Confectionery,90
standard,Dehaat Brown Sugar,"Salt, Sugar & Jaggery",80
standard,Veg Cake Choco,Cakes & Pastries,25
standard,Tiger Glucose,Biscuits & Cookies,10
188g,Milk Bikis Sandwich,Biscuits & Cookies,50
90g,Britania Good Day,Biscuits & Cookies,20
standard,Ol Moringa Powder 100g ,Masala & Spices,275
standard,Mini Methi Khakra,Snacks & Namkeen,95
standard,Parle Top Biscuit,Biscuits & Cookies,10
105pc,Choclairs Gold,Chocolates & Confectionery,200
standard,Ol Tulsi Green Tea ,Tea & Beverages,240
standard,Chitale Ghee ,Ghee & Dairy Fats,730
standard,Bajri Toast ,Bakery & Breads,90
50g,Everest Milk Masala,Masala & Spices,196
250g,Chitle Aamrakhand,Indian Sweets,85
57g,Britania Gol Maal,Biscuits & Cookies,9
30g,Vicco Turmeric cream,Skin Care & Face Cream,150
standard,Paneer Butter Masala ,Masala & Spices,55
1kg,Samrat Maida,Flours & Semolina,68
500g,Phondaghat Honey,Honey & Natural Sweeteners,240
1L,Chitale Cow Ghee,Ghee & Dairy Fats,700
1L,Chitale Buffelo Ghee,Ghee & Dairy Fats,700
200ml,Chitale Buffelo,Ghee & Dairy Fats,150
200ml,Chitale Cow Ghee,Ghee & Dairy Fats,150
standard,Milk Bikis Biscuits,Biscuits & Cookies,9
58g,Dairy Milk Silk Ganache,Chocolates & Confectionery,90
30g,Bounville Fruit And Nut,Chocolates & Confectionery,60
standard,Sunday Oil ,Cooking Oils,185
38.5g,Munch Max,Chocolates & Confectionery,20
10g,Perk,Chocolates & Confectionery,5
137g,Dairy Milk Silk Fruit And Nut,Chocolates & Confectionery,220
146g,Dairy Milk Silk Ganache,Chocolates & Confectionery,195
70g,Cadbury Temptaions Almond,Chocolates & Confectionery,130
200g,Aathavlej Jwari Chakli Sticks,Snacks & Namkeen,90
30g,Cadbury Nutties,Chocolates & Confectionery,50
200g,L G Hing,Masala & Spices,356
standard,CIN LIME 100G B4G1M180 P36 GT (ROI),Bathing Soaps & Body Wash,165
50g,White tone Powder,Talcum Powder,85
75g,Nutri Choice Oats Milk & Almond,Biscuits & Cookies,20
187.5g,Parle G Gold,Biscuits & Cookies,26.7
standard,GP Bikaneri Papad ,Food & Grocery,199
20g,Nutmeg Powder,Masala & Spices,70
20g,Glove Powder,Masala & Spices,75
standard,Kesher Velachi Syrup,Food & Grocery,70
standard,Godrej Ezee Liquid,Bathing Soaps & Body Wash,120
250ml,Godrej Ezee,Bathing Soaps & Body Wash,65
50g,Sweet Root Powder,Masala & Spices,50
standard,OREO Vanilla 10/ ,Biscuits & Cookies,10
1kg,Turdal DP,Dals & Pulses,220
standard,Treat Cake ,Cakes & Pastries,30
standard,Good Day Butter Biscuit,Biscuits & Cookies,10
8.90E+12,Bambbo Napkin,Household Utilities,80
standard,Ponds ,Baby Care,150
150g,Kitkat Dark Chocolate,Chocolates & Confectionery,190
standard,TR Masala Noodles,"Noodles, Pasta & Vermicelli",10
125g,Foxtail Millet Chivda,Food & Grocery,50
20g,Perk,Chocolates & Confectionery,20
standard,Britannia Nutri Choice Oats&millets,Biscuits & Cookies,20
143g,Dairy Milk Silk Hazelnut,Chocolates & Confectionery,220
75g,Bournville Fruit And Nut,Chocolates & Confectionery,130
75g,Cadbury Intense Dark,Chocolates & Confectionery,130
123g,Dairy Milk,Chocolates & Confectionery,100
50g,Kikat Dark Chocolate,Chocolates & Confectionery,85
150g,Ragi Nagali Biscuits,Biscuits & Cookies,85
standard,Nutri Choice 0%Sugar Maida,Biscuits & Cookies,30
250g,Manchurian Pakoda Atta,Ready to Cook & Instant Mixes,50
standard,Oreo Pink ,Biscuits & Cookies,10
100g,Pitambari Lime Sauce,"Sauces, Jams & Spreads",55
standard,Aamba Vadi 45/ ,Food & Grocery,45
80g,Meena Ki Fauj Chana Masala,Masala & Spices,71
250G,CHITLE B VADI,Indian Sweets,95
200g,Roasted Black Wheat Flakes,Food & Grocery,100
250g,Chudamani Indori Sev,Food & Grocery,90
250g,Chudamani Poha Sev,Food & Grocery,90
250g,Chudamani Kahtta Meetha Mixture,Food & Grocery,80
200g,Laxmi Naryan Shav Chiwda,Food & Grocery,70
200g,Laxmi Narayan Cornflakes Chivda,Snacks & Namkeen,90
190g,Maggi Tomato Sauce,"Sauces, Jams & Spreads",80
standard,AER POWER PACKET SEABREEZE,Air Fresheners,65
100ml,Kesar Velchi Syrup,Indian Sweets,70
standard,Ganesh Papad,Snacks & Namkeen,80
200g,Farali Khakhra,Food & Grocery,100
112g,Dairy Milk Silk Bubbly,Chocolates & Confectionery,195
standard,Protein Max Choco Chip ,Biscuits & Cookies,50
140g,Garden Lemon Bhel,Snacks & Namkeen,55
200g,Maggi Tomato,Food & Grocery,70
200g,Ram Bandhu Mixed Pickle,Pickles & Chutneys,66
200g,Milk Maid,Food & Grocery,89
standard,AMUL 200 g CHEESE SLICE [PROCHS],Cheese & Paneer,145
140g,Elite Banana Pudding Cake,Cakes & Pastries,60
1L,Sagar Ghee,Ghee & Dairy Fats,630
standard,Gamini Oil Tin,Cooking Oils,215
100g,Taste Good Calcium And Vitamin D,Biscuits & Cookies,59
250g,Golden Mix,Food & Grocery,80
20g,COCOSURTA HAZELNUT CHOCOLATE,Chocolates & Confectionery,35
20g,Sugar Free  Drinking Chocolate Caramel,Ready to Cook & Instant Mixes,60
100g,PEPE WAFEZ BUTTERSCOTCH,Chocolates & Confectionery,50
standard,PEPE WAFEZ STRAWBERRY ,Biscuits & Cookies,50
standard,PEPE WAFEZ VANILLA ,Biscuits & Cookies,50
50g,Everest Dry Ginger,Masala & Spices,47
180g,Pickwick Chocolate,Chocolates & Confectionery,100
180g,Pickwick Orange,Chocolates & Confectionery,100
180g,Pickwick Strawberry,Chocolates & Confectionery,100
standard,Pickwick Pineapple 180g ,Food & Grocery,100
standard,PIGEON MAX BRISTELES ,Oral Care & Toothbrush,50
200g,LAKSHMI SCHEZWAN STICKS,Snacks & Namkeen,75
standard,Kothimbir Vadi ,Snacks & Namkeen,100
20g,Cocosurta Sugar Free Swiss Vanilla,Chocolates & Confectionery,60
standard,Gud Jwari Khakra ,Snacks & Namkeen,100
500ml,Gowardhan Ghee,Ghee & Dairy Fats,405
100g,Gulacha Aalepak,Indian Sweets,40
standard,Orange Treat ,Chocolates & Confectionery,50
standard,Pink Treat ,Chocolates & Confectionery,50
standard,Krack Jack 150/ ,Biscuits & Cookies,150
standard,Chorafari 80/ ,Snacks & Namkeen,80
175g,Bake Lite Twist Khari,Biscuits & Cookies,85
50ml,Himalaya Aloe Vera Face Wash,Skin Care & Face Wash,95
100ml,Himalaya Neem Face Wash,Skin Care & Face Wash,179
50g,Suhana Palak Paneer Masala,Masala & Spices,45
standard,Nut Munch,Dry Fruits & Nuts,525
200g,HALDIRAM BHUJIA SEV,Food & Grocery,57
500g,Gemini Vanaspati,Ghee & Dairy Fats,113
1kg,Moongdal,Dals & Pulses,180
1kg,Rambandhu Mango Pickle,Pickles & Chutneys,270
standard,Santoor Hand Wash,Floor & Surface Cleaners,40
100g,Nescafe,Coffee,455
standard,Haldiram'S soan papdi chocolate,Indian Sweets,80
200g,Rice Biryani Chips,Snacks & Namkeen,80
standard,Foogal ,Chocolates & Confectionery,50
standard,Kharwalas Dates Jumbo 500g ,Dry Fruits & Nuts,1200
250g,BARIK RAVA,Bakery & Breads,20
250g,Haldiram Sonpaapdi,Indian Sweets,75
standard,Mixdal 250g ,Dals & Pulses,49
standard,Dehaat Sabudana,Food & Grocery,99
200g*4,Vimbar,Household Cleaning,86
200g,Patanjali Cow Ghee,Ghee & Dairy Fats,180
200g,HALDIRAM MOONGDAL,Food & Grocery,60
200g,HALDIRAMS KHATTA MEETHA,Food & Grocery,55
600g,Bhujiya Sev,Snacks & Namkeen,175
200g,HALDIRAMS KHATTA MEETHA,Food & Grocery,8.90E+12
standard,"Rasoi Magic No Onion,Garlic Mutter Paneer ",Masala & Spices,55
100g,KAJU,Dry Fruits & Nuts,160
standard,Saffola Oat's 1kg(300g Free),Food & Grocery,245
100g,KAJU,Dry Fruits & Nuts,120
500g,Bambino Roasted Vermicelli,"Noodles, Pasta & Vermicelli",70
300g,Pitambari Lime Sauce,"Sauces, Jams & Spreads",100
standard,Anuved Kewda Durva Soap ,Bathing Soaps & Body Wash,75
1kg,Ram Bhadhu Mixed Pickle,Pickles & Chutneys,262
standard,SYRUP CHOC BTL 200 G,Chocolates & Confectionery,250
standard,SYRUP CHOC BTL 200 G,Chocolates & Confectionery,110
standard,Harshey's,Chocolates & Confectionery,250
350g,Hershey's Spreads Cocoa,"Sauces, Jams & Spreads",340
150g,Hershey's Spreads Cocoa,"Sauces, Jams & Spreads",185
200g,Ram Bandhu Mango Pickle,Pickles & Chutneys,66
25g,GOW. Peanut chikki,Indian Sweets,200
1kg,Patla Poha,Food & Grocery,80
250g,Patla Poha,Food & Grocery,20
standard,Casting Cream Gl 4 Dark Brown ,Hair Colours,729
38gun,Colgate Maxfresh,Oral Care & Toothpaste,20
45g,RM Veg Kolhapuri,Ready to Cook & Instant Mixes,52
standard,RM NOG methi mutter malai,Ready to Cook & Instant Mixes,52
standard,Turdal 1 kg,Dals & Pulses,196
5L,Dhara G.nut Oil,Cooking Oils,1225
250g,Wheat Seviyan,"Noodles, Pasta & Vermicelli",80
standard,ANUVED GULAB,Food & Grocery,81
125g,Anuved utane,Food & Grocery,81
standard,Anuved Kesher,Household Cleaning,81
200g,GOW GHEE,Ghee & Dairy Fats,199
500ml,Gowardhan Ghee Box,Ghee & Dairy Fats,415
standard,Veg Jelly Crystals,Baking & Dessert,60
standard,Monaco Biscuit,Biscuits & Cookies,150
500,Saffola Oats,Food Colors & Essences,99
200g,Ram Bandhu Chilli Pickle,Pickles & Chutneys,66
200g,Manish Lemon Bhel,Food & Grocery,65
250g,Dal Pakwan,Snacks & Namkeen,110
180g,Talod Pizza Khakra,Snacks & Namkeen,81
180g,Talod Panipuri Kahkra,Snacks & Namkeen,81
50g,Paneer Tikka M Mix,Masala & Spices,52
80g,Nissin korean Kimchi Hot And Spicy,"Noodles, Pasta & Vermicelli",55
12g,Loban Sambrani,Pooja Essentials,15
50g,Harpic Flush Matic,Household Cleaning,95
500g,Maska Khari,Snacks & Namkeen,150
200g,Soyabean Pith,Flours & Semolina,60
standard,Rajgira Ladoo Big,Snacks & Namkeen,80
200g,Malpani Khari,Baking & Dessert,85
180ml,Head & Shoulder CM,Hair Care & Shampoo,215
standard,Mogu Mogu Grape,Juices & Concentrates,70
standard,Jawar Bajra Khakra ,Snacks & Namkeen,80
standard,Xpert 3+1 ,Household Cleaning,30
67.5g,Unibic Sugar Free,Biscuits & Cookies,60
200g,Panch Khadya Burfi,Indian Sweets,140
standard,Lipton Green Tea CL 25Bag ,Tea & Beverages,180
100g,Balaji Peri Peri Multigrain Khari,Snacks & Namkeen,120
68.4g,Sunfesst All Rounder,Biscuits & Cookies,10
100g,Soni Badam Pista,Ready to Cook & Instant Mixes,80
standard,Jalani Jaljira ,Health Drinks,10
